,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
2012,All American Red Heads,Team,,,,,,,,,,,,,,,,
2012,Lidia Alexeeva,Coach,,,,,,,,,,,,,,,,
2012,Don BarksdalePlayer / Oly,Contributor,,,,,,,,,,,,,,,,
2012,Mel DanielsPlayer / Coach / CBB player,Player,639,,18.4,14.9,1.8,0.6,1.5,.468,.088,.657,64.8,.139,,,,
2012,Phil Knight,Contributor,,,,,,,,,,,,,,,,
2012,Katrina McClainOly,Player,,,,,,,,,,,,,,,,
2012,Reggie MillerPlayer / Oly / CBB player,Player,1389,,18.2,3.0,3.0,1.1,0.2,.471,.395,.888,174.4,.176,,,,
2012,Don NelsonPlayer / Coach / Exec / CBB player,Coach,,,,,,,,,,,,,2398,1335,1063,.557
2012,Hank Nichols,Referee,,,,,,,,,,,,,,,,
2012,Ralph SampsonPlayer / CBB player,Player,456,,15.4,8.8,2.3,0.9,1.6,.486,.172,.661,20.1,.071,,,,
2012,Chet WalkerPlayer / CBB player,Player,1032,,18.2,7.1,2.1,0.7,0.1,.470,,.796,117.4,.168,,,,
2012,Jamaal WilkesPlayer / CBB player,Player,828,,17.7,6.2,2.5,1.3,0.3,.499,.135,.759,71.3,.125,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
2011,Teresa EdwardsWNBA / Oly,Player,,,,,,,,,,,,,,,,
2011,Artis GilmorePlayer / CBB player,Player,1329,,18.8,12.3,2.3,0.6,2.4,.582,.150,.698,189.7,.193,,,,
2011,Herb Magee,Coach,,,,,,,,,,,,,,,,
2011,Chris MullinPlayer / Exec / Oly / CBB player,Player,986,,18.2,4.1,3.5,1.6,0.6,.509,.384,.865,93.1,.139,,,,
2011,Dennis RodmanPlayer,Player,911,,7.3,13.1,1.8,0.7,0.6,.521,.231,.584,89.8,.150,,,,
2011,Arvydas SabonisPlayer / Oly,Player,470,,12.0,7.3,2.1,0.8,1.1,.500,.328,.786,47.3,.200,,,,
2011,Tom SandersPlayer / Coach,Contributor,,,,,,,,,,,,,,,,
2011,Goose Tatum,Player,,,,,,,,,,,,,,,,
2011,Tara VanDerveer,Coach,,,,,,,,,,,,,,,,
2011,Tex WinterCoach / CBB coach,Contributor,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
2010,1960 USA Men's Olympic TeamOly,Team,,,,,,,,,,,,,,,,
2010,1992 USA Men's Olympic TeamOly,Team,,,,,,,,,,,,,,,,
2010,Jerry Buss,Contributor,,,,,,,,,,,,,,,,
2010,Cynthia Cooper-DykeWNBA / Oly,Player,,,,,,,,,,,,,,,,
2010,Bob Hurley,Coach,,,,,,,,,,,,,,,,
2010,Dennis JohnsonPlayer / Coach / CBB player,Player,1100,,14.1,3.9,5.0,1.3,0.6,.445,.172,.797,82.6,.110,,,,
2010,Gus JohnsonPlayer / CBB player,Player,631,,16.2,12.1,2.5,,,.440,.190,.700,36.9,.085,,,,
2010,Karl MalonePlayer / Oly / CBB player,Player,1476,,25.0,10.1,3.6,1.4,0.8,.516,.274,.742,234.6,.205,,,,
2010,Maciel PereiraOly,Player,,,,,,,,,,,,,,,,
2010,Scottie PippenPlayer / Oly,Player,1178,,16.1,6.4,5.2,2.0,0.8,.473,.326,.704,125.1,.146,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
2009,Michael JordanPlayer / Exec / Oly / CBB player,Player,1072,,30.1,6.2,5.3,2.3,0.8,.497,.327,.835,214.0,.250,,,,
2009,David RobinsonPlayer / Oly / CBB player,Player,987,,21.1,10.6,2.5,1.4,3.0,.518,.250,.736,178.7,.250,,,,
2009,Jerry SloanPlayer / Coach,Coach,,,,,,,,,,,,,2024,1221,803,.603
2009,John StocktonPlayer / Oly / CBB player,Player,1504,,13.1,2.7,10.5,2.2,0.2,.515,.384,.826,207.7,.209,,,,
2009,C. Vivian Stringer,Coach,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
2008,Adrian DantleyPlayer / Oly / CBB player,Player,955,,24.3,5.7,3.0,1.0,0.2,.540,.171,.818,134.2,.189,,,,
2008,Bill DavidsonExec,Contributor,,,,,,,,,,,,,,,,
2008,Patrick EwingPlayer / Oly / CBB player,Player,1183,,21.0,9.8,1.9,1.0,2.4,.504,.152,.740,126.4,.150,,,,
2008,Hakeem OlajuwonPlayer / Oly / CBB player,Player,1238,,21.8,11.1,2.5,1.7,3.1,.512,.202,.712,162.8,.177,,,,
2008,Pat RileyPlayer / Coach / Exec / CBB player,Coach,,,,,,,,,,,,,1904,1210,694,.636
2008,Cathy Rush,Coach,,,,,,,,,,,,,,,,
2008,Dick VitaleCoach / CBB coach,Contributor,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
2007,Texas Western,Team,,,,,,,,,,,,,,,,
2007,Van ChancellorWNBA,Coach,,,,,,,,,,,,,,,,
2007,Pedro Ferrandiz,Coach,,,,,,,,,,,,,,,,
2007,Phil JacksonPlayer / Coach,Coach,,,,,,,,,,,,,1640,1155,485,.704
2007,Mirko Novosel,Coach,,,,,,,,,,,,,,,,
2007,Mendy Rudolph,Referee,,,,,,,,,,,,,,,,
2007,Roy WilliamsCBB coach,Coach,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
2006,Geno Auriemma,Coach,,,,,,,,,,,,,,,,
2006,Charles BarkleyPlayer / Oly / CBB player,Player,1073,,22.1,11.7,3.9,1.5,0.8,.541,.266,.735,177.2,.216,,,,
2006,Joe DumarsPlayer / Exec / CBB player,Player,1018,,16.1,2.2,4.5,0.9,0.1,.460,.382,.843,86.2,.118,,,,
2006,Sandro GambaOly,Coach,,,,,,,,,,,,,,,,
2006,Dave GavittExec / CBB coach,Contributor,,,,,,,,,,,,,,,,
2006,Dominique WilkinsPlayer / CBB player,Player,1074,,24.8,6.7,2.5,1.3,0.6,.461,.319,.811,117.5,.148,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
2005,Jim BoeheimCBB coach,Coach,,,,,,,,,,,,,,,,
2005,Hubie BrownCoach,Contributor,,,,,,,,,,,,,,,,
2005,Jim CalhounCBB coach,Coach,,,,,,,,,,,,,,,,
2005,Sue Gunter,Coach,,,,,,,,,,,,,,,,
2005,Hortencia MarcariOly,Player,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
2004,Jerry ColangeloCoach / Exec,Contributor,,,,,,,,,,,,,,,,
2004,Drazen DalipagicOly,Player,,,,,,,,,,,,,,,,
2004,Clyde DrexlerPlayer / Oly / CBB player / CBB coach,Player,1086,,20.4,6.1,5.6,2.0,0.7,.472,.318,.788,135.6,.173,,,,
2004,Bill SharmanPlayer / Coach / Exec / CBB player,Coach,,,,,,,,,,,,,819,466,353,.569
2004,Maurice StokesPlayer,Player,202,,16.4,17.3,5.3,,,.351,,.698,16.1,.102,,,,
2004,Lynette WoodardWNBA / Oly,Player,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
2003,Leon Barmore,Coach,,,,,,,,,,,,,,,,
2003,Chick Hearn,Contributor,,,,,,,,,,,,,,,,
2003,Meadowlark Lemon,Contributor,,,,,,,,,,,,,,,,
2003,Earl LloydPlayer / Coach,Contributor,,,,,,,,,,,,,,,,
2003,Dino MeneghinOly,Player,,,,,,,,,,,,,,,,
2003,Robert ParishPlayer / CBB player,Player,1611,,14.5,9.1,1.4,0.8,1.5,.537,.000,.721,147.0,.154,,,,
2003,James WorthyPlayer / CBB player,Player,926,,17.6,5.1,3.0,1.1,0.7,.521,.241,.769,81.2,.130,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
2002,Harlem Globetrotters,Team,,,,,,,,,,,,,,,,
2002,Larry BrownPlayer / Coach / Exec / CBB coach,Coach,,,,,,,,,,,,,2338,1327,1011,.568
2002,Magic JohnsonPlayer / Coach / Oly / CBB player,Player,906,,19.5,7.2,11.2,1.9,0.4,.520,.303,.848,155.8,.225,,,,
2002,Lute OlsonCBB coach,Coach,,,,,,,,,,,,,,,,
2002,Drazen PetrovicPlayer / Oly,Player,290,,15.4,2.3,2.4,0.9,0.1,.506,.437,.841,21.5,.134,,,,
2002,Kay Yow,Coach,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
2001,John ChaneyCBB coach,Coach,,,,,,,,,,,,,,,,
2001,Mike KrzyzewskiCBB coach,Coach,,,,,,,,,,,,,,,,
2001,Moses MalonePlayer,Player,1455,,20.3,12.3,1.3,0.8,1.3,.495,.096,.760,179.1,.174,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
2000,Danny BiasoneExec,Contributor,,,,,,,,,,,,,,,,
2000,Bob McAdooPlayer / CBB player,Player,852,,22.1,9.4,2.3,1.0,1.5,.503,.081,.754,89.1,.151,,,,
2000,Charles Newton,Contributor,,,,,,,,,,,,,,,,
2000,Pat SummitOly,Coach,,,,,,,,,,,,,,,,
2000,Isiah ThomasPlayer / Coach / Exec / CBB player / CBB coach,Player,979,,19.2,3.6,9.3,1.9,0.3,.452,.290,.759,80.7,.109,,,,
2000,Morgan Wootten,Coach,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1999,Wayne EmbryPlayer / Exec,Contributor,,,,,,,,,,,,,,,,
1999,Kevin McHalePlayer / Coach / Exec / CBB player,Player,971,,17.9,7.3,1.7,0.4,1.7,.554,.261,.798,113.0,.180,,,,
1999,Billie Moore,Coach,,,,,,,,,,,,,,,,
1999,John ThompsonPlayer / CBB coach,Coach,,,,,,,,,,,,,,,,
1999,Fred ZollnerExec,Contributor,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1998,Larry BirdPlayer / Coach / Exec / Oly / CBB player,Player,897,,24.3,10.0,6.3,1.7,0.8,.496,.376,.886,145.8,.203,,,,
1998,Jody Conradt,Coach,,,,,,,,,,,,,,,,
1998,Alex HannumPlayer / Coach / Exec / CBB player,Coach,,,,,,,,,,,,,1213,649,564,.535
1998,Marques Haynes,Player,,,,,,,,,,,,,,,,
1998,Aleksandar Nikolic,Coach,,,,,,,,,,,,,,,,
1998,Arnie RisenPlayer,Player,637,,12.0,9.7,1.7,,,.381,,.699,56.0,.119,,,,
1998,Lenny WilkensPlayer / Coach / Exec / CBB player,Coach,,,,,,,,,,,,,2487,1332,1155,.536
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1997,Pete CarrilCBB coach,Coach,,,,,,,,,,,,,,,,
1997,Joan Crawford,Player,,,,,,,,,,,,,,,,
1997,Denise CurryOly,Player,,,,,,,,,,,,,,,,
1997,Antonio Diaz-Miguel,Coach,,,,,,,,,,,,,,,,
1997,Alex EnglishPlayer / CBB player,Player,1193,,21.5,5.5,3.6,0.9,0.7,.507,.217,.832,100.7,.127,,,,
1997,Don HaskinsCBB coach,Coach,,,,,,,,,,,,,,,,
1997,Bailey HowellPlayer / CBB player,Player,950,,18.7,9.9,2.0,,,.480,,.762,114.8,.180,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1996,Kresimir CosicOly,Player,,,,,,,,,,,,,,,,
1996,George GervinPlayer,Player,1060,,25.1,5.3,2.6,1.2,1.0,.504,.271,.841,116.3,.157,,,,
1996,Gail GoodrichPlayer / CBB player,Player,1031,,18.6,3.2,4.7,1.3,0.2,.456,,.807,76.3,.109,,,,
1996,Nancy Lieberman-ClineWNBA,Player,,,,,,,,,,,,,,,,
1996,David ThompsonPlayer / CBB player,Player,592,,22.7,4.1,3.3,1.0,0.9,.505,.255,.781,63.3,.156,,,,
1996,George YardleyPlayer / CBB player,Player,472,,19.2,8.9,1.7,,,.422,,.780,58.5,.178,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1995,Kareem Abdul-JabbarPlayer / CBB player,Player,1560,,24.6,11.2,3.6,0.9,2.6,.559,.056,.721,273.4,.228,,,,
1995,Anne DonovanWNBA / Oly,Player,,,,,,,,,,,,,,,,
1995,Aleksandr Gomelsky,Coach,,,,,,,,,,,,,,,,
1995,John KundlaCoach / Exec / CBB coach,Coach,,,,,,,,,,,,,725,423,302,.583
1995,Vern MikkelsenPlayer / Coach / Exec / CBB player,Player,699,,14.4,9.4,2.2,,,.403,,.766,83.4,.170,,,,
1995,Cheryl MillerWNBA / Oly,Player,,,,,,,,,,,,,,,,
1995,Earl StromRef,Referee,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1994,Carol Blazejowski,Player,,,,,,,,,,,,,,,,
1994,Denny CrumCBB coach,Coach,,,,,,,,,,,,,,,,
1994,Chuck DalyCoach / CBB coach,Coach,,,,,,,,,,,,,1075,638,437,.593
1994,Buddy JeannettePlayer / Coach / Exec / CBB coach,Player,139,,7.2,,2.1,,,.341,,.781,15.7,,,,,
1994,Cesare RubiniOly,Coach,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1993,Walt BellamyPlayer / Oly / CBB player,Player,1043,,20.1,13.7,2.4,0.7,0.6,.516,,.632,130.0,.160,,,,
1993,Julius ErvingPlayer / CBB player,Player,1243,,24.2,8.5,4.2,2.0,1.7,.506,.298,.777,181.1,.192,,,,
1993,Dan IsselPlayer / Coach / Exec / CBB player,Player,1218,,22.6,9.1,2.4,1.0,0.5,.499,.204,.793,157.8,.181,,,,
1993,Dick McGuirePlayer / Coach / CBB player,Player,738,,8.0,4.2,5.7,,,.389,,.644,50.9,.115,,,,
1993,Ann MeyersOly,Player,,,,,,,,,,,,,,,,
1993,Calvin MurphyPlayer / CBB player,Player,1002,,17.9,2.1,4.4,1.5,0.1,.482,.139,.892,84.1,.132,,,,
1993,Uljana SemjonovaOly,Player,,,,,,,,,,,,,,,,
1993,Bill WaltonPlayer / CBB player,Player,468,,13.3,10.5,3.4,0.8,2.2,.521,.000,.660,39.3,.142,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1992,Sergei BelovOly,Player,,,,,,,,,,,,,,,,
1992,Lou CarneseccaCoach / Exec / CBB coach,Coach,,,,,,,,,,,,,252,114,138,.452
1992,Lusia Harris-StewartOly,Player,,,,,,,,,,,,,,,,
1992,Connie HawkinsPlayer,Player,616,,18.7,8.8,4.1,1.2,0.8,.479,.161,.779,76.7,.166,,,,
1992,Bob LanierPlayer / Coach / CBB player,Player,959,,20.1,10.1,3.1,1.1,1.5,.514,.154,.767,117.1,.175,,,,
1992,Alfred McGuirePlayer / CBB coach,Coach,,,,,,,,,,,,,,,,
1992,Jack RamsayCoach / Exec / CBB coach,Coach,,,,,,,,,,,,,1647,864,783,.525
1992,Nera White,Player,,,,,,,,,,,,,,,,
1992,Phillip WoolpertCBB coach,Coach,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1991,Tiny ArchibaldPlayer / CBB player,Player,876,,18.8,2.3,7.4,1.1,0.1,.467,.224,.810,83.4,.128,,,,
1991,Dave CowensPlayer / Coach / CBB player,Player,766,,17.6,13.6,3.8,1.1,0.9,.460,.071,.783,86.3,.140,,,,
1991,Larry Fleisher,Contributor,,,,,,,,,,,,,,,,
1991,Harry GallatinPlayer / Coach,Player,682,,13.0,11.9,1.8,,,.398,,.773,78.4,.182,,,,
1991,Bob KnightCBB coach,Coach,,,,,,,,,,,,,,,,
1991,Lawrence O'Brien,Contributor,,,,,,,,,,,,,,,,
1991,Borislav Stankovic,Contributor,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1990,Dave BingPlayer / CBB player,Player,901,,20.3,3.8,6.0,1.3,0.2,.441,,.775,68.8,.101,,,,
1990,Elvin HayesPlayer / CBB player,Player,1303,,21.0,12.5,1.8,1.0,2.0,.452,.147,.670,120.8,.116,,,,
1990,Neil JohnstonPlayer / Coach / CBB player,Player,516,,19.4,11.3,2.5,,,.444,,.768,92.0,.241,,,,
1990,Earl MonroePlayer,Player,926,,18.8,3.0,3.9,1.0,0.3,.464,,.807,77.4,.125,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1989,Pop Gates,Player,,,,,,,,,,,,,,,,
1989,K.C. JonesPlayer / Coach / CBB player,Player,676,,7.4,3.5,4.3,,,.387,,.647,38.6,.106,,,,
1989,Lenny WilkensPlayer / Coach / Exec / CBB player,Player,1077,,16.5,4.7,6.7,1.3,0.2,.432,,.774,95.5,.120,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1988,Clyde LovellettePlayer,Player,704,,17.0,9.5,1.6,,,.443,,.757,70.6,.178,,,,
1988,Bob McDermottNBL,Player,,,,,,,,,,,,,,,,
1988,Ralph MillerCBB coach,Coach,,,,,,,,,,,,,,,,
1988,Wes UnseldPlayer / Coach / Exec / CBB player,Player,984,,10.8,14.0,3.9,1.1,0.6,.509,.500,.633,110.1,.147,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1987,Rick BarryPlayer / CBB player,Player,1020,,24.8,6.7,4.9,2.0,0.5,.456,.297,.893,129.0,.162,,,,
1987,Walt FrazierPlayer / CBB player,Player,825,,18.9,5.9,6.1,1.9,0.2,.490,.000,.786,113.5,.176,,,,
1987,Bob HoubregsPlayer / Exec,Player,281,,9.3,5.5,1.8,,,.404,,.721,14.3,.102,,,,
1987,Pete MaravichPlayer / CBB player,Player,658,,24.2,4.2,5.4,1.4,0.3,.441,.667,.820,46.7,.092,,,,
1987,Bobby WanzerPlayer / Coach,Player,568,,12.2,4.5,3.2,,,.393,,.802,63.9,.156,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1986,Billy CunninghamPlayer / Coach / CBB player,Player,770,,21.2,10.4,4.3,1.8,0.5,.452,.263,.730,78.6,.141,,,,
1986,Tom HeinsohnPlayer / Coach / CBB player,Player,654,,18.6,8.8,2.0,,,.405,,.790,60.0,.150,,,,
1986,Red HolzmanPlayer / Coach / Exec / CBB player,Coach,,,,,,,,,,,,,1300,696,604,.535
1986,Red Mihalik,Referee,,,,,,,,,,,,,,,,
1986,Fred TaylorCBB coach,Coach,,,,,,,,,,,,,,,,
1986,Stanley WattsCBB coach,Coach,,,,,,,,,,,,,,,,
,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Coaching,Coaching,Coaching,Coaching
Year,Name,Category,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,G,W,L,W/L%
1985,Harold AndersonCBB coach,Coach,,,,,,,,,,,,,,,,
1985,Senda Berenson Abbott,Contributor,,,,,,,,,,,,,,,,
1985,Al CerviPlayer / Coach,Player,202,,7.9,1.8,3.2,,,.359,,.839,21.9,.308,,,,
1985,Marv HarshmanCBB coach,Coach,,,,,,,,,,,,,,,,
1985,Bertha Teague,Contributor,,,,,,,,,,,,,,,,
1985,Nate ThurmondPlayer / CBB player,Player,964,,15.0,15.0,2.7,0.5,2.1,.421,,.667,78.0,.104,,,,
